Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Gasto a la Fecha Estimado,Probabilidad,Impacto,Cantidad Real Gastada
Proyecto de Mejoramiento General (CIP),Otro,Design,327500,119565.0,-63.49,91.0,98659.14,3.0912156862745097,3.6222222222222222,119565.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,17580,27210.0,54.78,93.0,13865.98,2.8899999999999997,3.2891666666666666,27210.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,87901,81857.0,-9.63,188.0,66483.81,3.018,3.618333333333333,79440.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,96080,128486.0,23.45,126.0,93813.55,2.9647712418300647,3.3494444444444444,118609.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,472411,312168.0,-43.24,138.0,251582.28,3.1278823529411763,3.664444444444445,268132.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,2739,15811.0,-85.47,94.0,1619.65,2.8899999999999997,3.2891666666666666,398.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,12325,1319.0,-89.3,123.0,1317.25,2.945660130718954,3.522222222222222,1319.0
Proyecto de Mejoramiento General (CIP),COVID / Salud,Design,9419,21342.0,-85.73,145.0,1861.09,2.945660130718954,3.522222222222222,1344.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,45000,60633.0,25.47,140.0,36962.82,2.997882352941176,3.5455555555555556,56462.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,45329,87748.0,53.39,154.0,39318.63,2.997882352941176,3.5455555555555556,69532.0
Proyecto de Mejoramiento General (CIP),Otro,Design,197723,103071.0,-53.87,111.0,93940.88,3.0912156862745097,3.6222222222222222,91219.0
Proyecto de Mejoramiento General (CIP),Otro,Design,71501,98363.0,6.85,144.0,60674.07,3.018,3.618333333333333,76401.0
Expansión de Capacidad Escolar,Otro,Scope,763046,315003.0,-66.83,148.0,223221.67,3.163333333333333,3.5025,253083.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,64200,77135.0,20.15,150.0,50557.44,2.968333333333333,3.3241666666666667,77135.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,321000,352504.0,-7.27,153.0,311167.65,3.1579999999999995,3.7333333333333334,297671.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,108255,71205.0,-34.22,152.0,65480.56,2.968333333333333,3.3241666666666667,71205.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,433020,238935.0,-47.8,211.0,180005.19,3.1579999999999995,3.7333333333333334,226020.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,79322,73318.0,-7.57,74.0,62290.87,2.9647712418300647,3.3494444444444444,73318.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,11184,9015.0,-70.94,137.0,3375.29,2.8899999999999997,3.2891666666666666,3250.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,50326,13997.0,-72.19,174.0,13091.9,2.997882352941176,3.5455555555555556,13997.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,23546,22672.0,-3.71,205.0,15685.5,2.8899999999999997,3.2891666666666666,22672.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,105958,68745.0,-38.36,154.0,64186.22,2.997882352941176,3.5455555555555556,65309.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,226470,129723.0,-42.72,141.0,122606.68,3.1083333333333334,3.4391666666666665,129723.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,69195,175393.0,102.28,140.0,107834.17,2.9647712418300647,3.3494444444444444,139968.0
Proyecto de Mejoramiento General (CIP),Otro,Design,101998,226249.0,111.71,153.0,112665.05,2.997882352941176,3.5455555555555556,215939.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,67959,130632.0,92.22,52.0,90466.23,2.9647712418300647,3.3494444444444444,130632.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,97063,132275.0,36.17,139.0,94179.48,2.9647712418300647,3.3494444444444444,132170.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,485315,458655.0,-26.88,154.0,378395.53,3.213,3.796666666666667,354876.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,25426,25426.0,-9.82,126.0,20606.96,3.018,3.618333333333333,22928.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,65530,85203.0,30.02,129.0,55925.3,2.968333333333333,3.3241666666666667,85203.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,316124,250740.0,-24.5,141.0,219436.05,3.1579999999999995,3.7333333333333334,238687.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,20403,15035.0,-26.31,182.0,11956.91,2.9396666666666667,3.583333333333333,15035.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,59355,20865.0,-64.85,135.0,19810.52,2.968333333333333,3.3241666666666667,20865.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,237420,150757.0,-42.96,159.0,134254.45,3.0912156862745097,3.6222222222222222,135425.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,10940,26008.0,37.39,138.0,11363.91,2.8899999999999997,3.2891666666666666,15031.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,49230,59433.0,17.86,159.0,42039.66,3.018,3.618333333333333,58021.0
Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,48700,91408.0,-68.08,174.0,15864.37,2.997882352941176,3.5455555555555556,15544.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,80154,66860.0,-16.59,153.0,60423.2,2.968333333333333,3.3241666666666667,66860.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,400084,369033.0,-24.55,184.0,325264.68,3.1579999999999995,3.7333333333333334,301882.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,89511,204516.0,128.48,139.0,113072.7,2.968333333333333,3.3241666666666667,204516.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,446924,420323.0,-24.38,154.0,343639.65,3.1579999999999995,3.7333333333333334,337977.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,158932,171026.0,7.61,140.0,132860.83,2.9647712418300647,3.3494444444444444,171026.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,22052,22367.0,1.43,123.0,14601.43,2.9125490196078427,3.326111111111111,22367.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,39159,28776.0,-26.51,279.0,23845.34,2.968333333333333,3.3241666666666667,28776.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,151190,117519.0,-22.56,152.0,112440.72,3.018,3.618333333333333,117082.0
Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,66300,21925.0,-66.93,180.0,18816.96,3.018,3.618333333333333,21925.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,145740,285393.0,88.9,136.0,147464.77,2.9647712418300647,3.3494444444444444,275306.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,728699,700564.0,-17.3,153.0,564324.16,3.213,3.796666666666667,602626.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,32273,46877.0,-87.11,139.0,5703.64,2.968333333333333,3.3241666666666667,4159.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,71092,152206.0,108.46,121.0,92041.51,3.018,3.618333333333333,148198.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,151880,217371.0,43.12,136.0,136322.66,2.968333333333333,3.3241666666666667,217371.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,759401,721358.0,-25.12,215.0,564401.02,3.213,3.796666666666667,568650.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,5258,4117.0,-21.7,121.0,7893.09,2.8899999999999997,3.2891666666666666,4117.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,23661,16466.0,-30.41,180.0,12751.44,2.9396666666666667,3.583333333333333,16466.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,63240,150549.0,138.06,182.0,92299.81,2.968333333333333,3.3241666666666667,150549.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,316200,301863.0,-4.53,224.0,250213.05,3.1579999999999995,3.7333333333333334,301863.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,122396,132963.0,-2.97,158.0,106174.74,2.968333333333333,3.3241666666666667,118763.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,480196,555060.0,14.37,153.0,406800.04,3.213,3.796666666666667,549191.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,28144,49861.0,-90.51,123.0,3539.2,2.9647712418300647,3.3494444444444444,2671.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17165,18211.0,6.09,180.0,13645.6,2.9396666666666667,3.583333333333333,18211.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,3560,4864.0,36.63,121.0,9053.53,2.8899999999999997,3.2891666666666666,4864.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,16020,19454.0,21.44,182.0,12846.0,2.9396666666666667,3.583333333333333,19454.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18349,19239.0,4.85,177.0,13870.73,2.9396666666666667,3.583333333333333,19239.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,123354,174365.0,41.34,136.0,115512.05,2.9647712418300647,3.3494444444444444,174351.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,615417,576155.0,-20.15,154.0,459201.44,3.1278823529411763,3.664444444444445,491421.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,20880,11704.0,-43.95,177.0,11213.01,2.9396666666666667,3.583333333333333,11704.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21600,7407.0,-65.71,177.0,6449.72,2.9396666666666667,3.583333333333333,7407.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,58200,78279.0,34.5,139.0,46338.89,2.968333333333333,3.3241666666666667,78279.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,232800,323404.0,21.0,152.0,237677.01,3.1579999999999995,3.7333333333333334,281698.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,65750,58621.0,-10.84,155.0,53909.24,2.968333333333333,3.3241666666666667,58621.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,328750,279484.0,-14.99,156.0,248724.62,3.1579999999999995,3.7333333333333334,279484.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,16650,28085.0,68.68,178.0,13991.8,2.9396666666666667,3.583333333333333,28085.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,219544,246745.0,6.43,136.0,192222.05,3.0581045751633984,3.4261111111111107,233661.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,156066,158212.0,-1.12,143.0,128008.32,2.968333333333333,3.3241666666666667,154315.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,780330,333723.0,-57.23,154.0,256253.91,3.213,3.796666666666667,333723.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,90011,96465.0,7.17,154.0,68276.37,2.968333333333333,3.3241666666666667,96465.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,360045,303431.0,-20.19,153.0,262931.27,3.1579999999999995,3.7333333333333334,287334.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,257999,136796.0,-46.98,141.0,131910.85,3.1083333333333334,3.4391666666666665,136796.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,28900,32864.0,13.72,176.0,24333.11,2.968333333333333,3.3241666666666667,32864.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,144499,124371.0,-20.37,107.0,111827.58,3.018,3.618333333333333,115064.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,96409,189852.0,96.66,182.0,112816.63,2.968333333333333,3.3241666666666667,189601.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,478159,468655.0,-2.0,180.0,411618.62,3.213,3.796666666666667,468581.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,72738,88757.0,11.73,142.0,58557.86,2.997882352941176,3.5455555555555556,81267.0
Proyecto de Mejoramiento General (CIP),Otro,Design,54621,133621.0,144.63,182.0,89482.14,3.018,3.618333333333333,133621.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,24450,20729.0,-15.22,120.0,18975.44,2.8899999999999997,3.2891666666666666,20729.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,122250,79175.0,-35.24,155.0,71686.18,3.018,3.618333333333333,79175.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,116640,154281.0,32.27,156.0,100029.4,2.968333333333333,3.3241666666666667,154281.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,583200,671261.0,10.14,214.0,488081.39,3.213,3.796666666666667,642321.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,58829,38027.0,-35.36,152.0,34683.96,3.018,3.618333333333333,38027.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,114924,181019.0,54.66,141.0,115334.68,2.968333333333333,3.3241666666666667,177742.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,568324,420902.0,-32.64,153.0,362526.41,3.213,3.796666666666667,382827.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,148068,207365.0,39.83,189.0,131502.86,2.997882352941176,3.5455555555555556,207049.0
Proyecto de Mejoramiento General (CIP),Otro,Design,56882,65759.0,-44.4,129.0,31020.06,2.997882352941176,3.5455555555555556,31627.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,746531,519555.0,-42.91,150.0,428088.17,3.1278823529411763,3.664444444444445,426171.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,107878,162223.0,50.38,139.0,100299.35,2.9647712418300647,3.3494444444444444,162223.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,148504,144417.0,-11.12,179.0,122983.82,2.968333333333333,3.3241666666666667,131995.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,735127,320329.0,-56.43,244.0,252810.38,3.213,3.796666666666667,320329.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,83700,136933.0,51.41,122.0,91451.42,2.968333333333333,3.3241666666666667,126733.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,334800,681337.0,98.88,156.0,408129.03,3.0912156862745097,3.6222222222222222,665837.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17550,8954.0,-48.98,177.0,9614.38,2.9396666666666667,3.583333333333333,8954.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,251956,218691.0,-13.2,153.0,197717.47,3.1083333333333334,3.4391666666666665,218691.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,166231,167700.0,0.88,137.0,135567.73,2.968333333333333,3.3241666666666667,167700.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,824628,562834.0,-33.93,159.0,491265.75,3.213,3.796666666666667,544807.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,17685,39477.0,123.22,91.0,15956.64,2.9125490196078427,3.326111111111111,39477.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,70740,143998.0,102.25,142.0,91339.51,3.018,3.618333333333333,143070.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,704200,539644.0,-32.42,158.0,445160.06,3.213,3.796666666666667,475909.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,182490,114694.0,-37.15,141.0,108780.38,2.968333333333333,3.3241666666666667,114694.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,729960,679654.0,-20.41,152.0,556528.28,3.213,3.796666666666667,580970.0
Proyecto de Mejoramiento General (CIP),Otro,Design,35640,54321.0,25.48,176.0,28285.85,2.997882352941176,3.5455555555555556,44720.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,141298,141108.0,-0.13,159.0,121086.36,2.968333333333333,3.3241666666666667,141108.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,608905,661166.0,5.8,152.0,489088.25,3.213,3.796666666666667,644194.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,11669,15501.0,32.84,122.0,9978.97,2.8899999999999997,3.2891666666666666,15501.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,52511,45806.0,-17.55,151.0,40912.38,3.018,3.618333333333333,43297.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,15933,21058.0,32.17,202.0,12870.75,2.8899999999999997,3.2891666666666666,21058.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,79562,74014.0,-6.97,122.0,61615.22,3.018,3.618333333333333,74014.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,18375,39878.0,117.02,43.0,16007.14,2.8899999999999997,3.2891666666666666,39878.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,73500,110142.0,33.73,51.0,69771.27,3.018,3.618333333333333,98295.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,17800,27547.0,54.76,94.0,14055.01,2.8899999999999997,3.2891666666666666,27547.0
Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,24000,10503.0,-56.24,176.0,11220.3,2.9396666666666667,3.583333333333333,10503.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,110505,192691.0,51.01,138.0,116098.33,2.968333333333333,3.3241666666666667,166878.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,547485,397209.0,-51.32,155.0,299717.36,3.213,3.796666666666667,266525.0
Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,72000,74678.0,-18.32,172.0,56088.33,3.018,3.618333333333333,58807.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,27870,25449.0,-8.69,122.0,23107.25,2.968333333333333,3.3241666666666667,25449.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,102190,146069.0,42.82,152.0,94409.51,3.018,3.618333333333333,145944.0
Proyecto de Mejoramiento General (CIP),Otro,Design,68649,31719.0,-53.8,161.0,34152.45,2.997882352941176,3.5455555555555556,31719.0
Proyecto de Mejoramiento General (CIP),Otro,Design,149050,356566.0,117.15,96.0,299218.78,3.018,3.618333333333333,323659.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,464365,444799.0,-11.28,154.0,395976.38,3.213,3.796666666666667,411971.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,55500,82134.0,44.91,119.0,43416.91,3.018,3.618333333333333,80424.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,162840,272979.0,51.38,182.0,145770.13,2.968333333333333,3.3241666666666667,246515.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,804579,472745.0,-42.61,238.0,440244.3,3.213,3.796666666666667,461724.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Scope,13950,31091.0,122.87,91.0,13142.52,2.8899999999999997,3.2891666666666666,31091.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Design,62775,81374.0,19.31,141.0,49418.68,2.997882352941176,3.5455555555555556,74898.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,44850,69697.0,-27.69,138.0,34089.67,2.9647712418300647,3.3494444444444444,32433.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,224250,326553.0,-94.62,154.0,25082.62,3.1579999999999995,3.7333333333333334,12055.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,14880,3551.0,-76.14,91.0,2253.37,2.8899999999999997,3.2891666666666666,3551.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,66960,14206.0,-78.78,156.0,10761.32,3.018,3.618333333333333,14206.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,4575,5553.0,21.38,125.0,9053.53,2.8899999999999997,3.2891666666666666,5553.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,20588,22212.0,7.89,178.0,14893.62,2.9396666666666667,3.583333333333333,22212.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,64920,171005.0,160.32,185.0,101326.86,3.018,3.618333333333333,169001.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,239100,197674.0,-17.33,182.0,188462.39,3.1083333333333334,3.4391666666666665,197674.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,81210,126281.0,55.5,156.0,84637.02,2.968333333333333,3.3241666666666667,126281.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,324840,716031.0,104.65,154.0,413140.05,3.1579999999999995,3.7333333333333334,664794.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,82346,49659.0,-39.69,125.0,44776.35,2.9647712418300647,3.3494444444444444,49659.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17100,22067.0,29.05,176.0,13862.75,2.9396666666666667,3.583333333333333,22067.0
Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,184726,79477.0,-61.49,174.0,59620.45,2.997882352941176,3.5455555555555556,71146.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,22184,28065.0,26.51,273.0,15641.8,2.9396666666666667,3.583333333333333,28065.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,32076,41455.0,27.34,141.0,27176.72,3.018,3.618333333333333,40844.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,4425,1533.0,-65.36,125.0,3876.6,2.8899999999999997,3.2891666666666666,1533.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,19913,6133.0,-69.2,180.0,4808.4,2.9396666666666667,3.583333333333333,6133.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,144558,109736.0,-24.46,141.0,104658.93,2.968333333333333,3.3241666666666667,109206.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,576841,606067.0,-4.06,150.0,469239.05,3.213,3.796666666666667,553413.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,70940,88041.0,24.11,136.0,59153.35,2.9647712418300647,3.3494444444444444,88041.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,354701,386145.0,-3.32,152.0,322553.21,3.0912156862745097,3.6222222222222222,342930.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,44818,52381.0,-8.03,120.0,36654.71,3.018,3.618333333333333,41220.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,85659,126169.0,47.29,139.0,85131.74,2.9647712418300647,3.3494444444444444,126169.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,425946,498752.0,-5.12,151.0,396159.56,3.0912156862745097,3.6222222222222222,404146.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,4080,1163.0,-71.5,124.0,2453.19,2.8899999999999997,3.2891666666666666,1163.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18360,4650.0,-74.67,177.0,4031.75,2.9396666666666667,3.583333333333333,4650.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,213666,204330.0,-5.68,182.0,184047.63,3.1083333333333334,3.4391666666666665,201540.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,82125,70485.0,-14.17,159.0,63179.28,2.968333333333333,3.3241666666666667,70485.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,410625,292732.0,-34.78,211.0,216622.56,3.1579999999999995,3.7333333333333334,267814.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,14789,15828.0,7.03,122.0,10802.29,2.8899999999999997,3.2891666666666666,15828.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,66551,69219.0,-21.63,151.0,52358.97,3.018,3.618333333333333,52153.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,37896,81772.0,93.14,139.0,29593.53,2.968333333333333,3.3241666666666667,73194.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,188387,198182.0,-6.59,155.0,158794.25,3.018,3.618333333333333,175977.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,45000,62721.0,25.46,124.0,37205.09,3.018,3.618333333333333,56457.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,568955,400064.0,-37.49,154.0,351002.7,3.213,3.796666666666667,355660.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,15543,1006.0,-93.53,181.0,1470.18,2.9396666666666667,3.583333333333333,1006.0
Proyecto de Mejoramiento General (CIP),Otro,Design,184005,190368.0,-3.97,183.0,150634.24,3.018,3.618333333333333,176694.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,72216,55373.0,-23.32,131.0,50919.82,2.9647712418300647,3.3494444444444444,55373.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,357504,227797.0,-47.51,155.0,175672.56,3.0912156862745097,3.6222222222222222,187644.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,243681,219947.0,-11.3,135.0,195111.63,3.1083333333333334,3.4391666666666665,216136.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,22500,3606.0,-83.97,180.0,3126.4,2.9396666666666667,3.583333333333333,3606.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,128835,282882.0,-88.39,152.0,29482.59,2.968333333333333,3.3241666666666667,14954.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,638381,393964.0,-93.74,214.0,41701.23,3.213,3.796666666666667,39960.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,2480,1463.0,-41.01,122.0,6183.4,2.8899999999999997,3.2891666666666666,1463.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,11160,5852.0,-47.56,177.0,7424.05,2.9396666666666667,3.583333333333333,5852.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,64756,150639.0,84.7,152.0,92669.11,2.968333333333333,3.3241666666666667,119606.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,323780,569922.0,-88.81,151.0,65516.18,3.1579999999999995,3.7333333333333334,36226.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,166282,176449.0,5.17,91.0,139564.6,2.9647712418300647,3.3494444444444444,174871.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,39968,96792.0,93.61,135.0,33398.45,2.9647712418300647,3.3494444444444444,77384.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,199839,227987.0,4.19,153.0,170126.32,3.1579999999999995,3.7333333333333334,208210.0
Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,156382,96027.0,-40.91,141.0,78974.48,2.997882352941176,3.5455555555555556,92399.0
Instalación de Iluminación de Emergencia,Otro,Design,2600,6281.0,141.58,165.0,9755.37,2.9396666666666667,3.583333333333333,6281.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,43620,82381.0,88.86,122.0,35566.23,2.968333333333333,3.3241666666666667,82381.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,127750,208414.0,50.86,139.0,121010.39,3.018,3.618333333333333,192727.0
Mejoras Asociadas a Programas Académicos (RESOA),Control climático,Design,30000,16772.0,-44.09,156.0,17300.06,3.018,3.618333333333333,16772.0
